"","ID","Vessel_Name","Departure","Arrival","Scheduled_Departure","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"3880",3880,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","18:40",4,"January","Thursday",18,1,6.3,5.2,92,5.7,3.1,84,360,8,24.1,101.51
"3881",3881,"Mayne Queen","Swartz Bay","Southern Gulf Islands","19:55",4,"January","Thursday",19,3,6.5,4.8,89,6,2.8,80,10,5,24.1,101.51
"3882",3882,"Coastal Renaissance","Swartz Bay","Tsawwassen","07:00",4,"January","Thursday",7,1,2.7,2.5,98,4.2,2,86,330,3,24.1,101.63
"3883",3883,"Coastal Celebration","Swartz Bay","Tsawwassen","09:00",4,"January","Thursday",9,1.6,3.4,3.2,98,4.5,2.2,85,360,10,24.1,101.65
"3884",3884,"Coastal Renaissance","Swartz Bay","Tsawwassen","11:00",4,"January","Thursday",11,1,4.3,4,98,5.4,2.5,82,20,7,24.1,101.67
"3885",3885,"Coastal Celebration","Swartz Bay","Tsawwassen","13:00",4,"January","Thursday",13,1.4,5.5,4.2,91,5.8,3.2,84,20,10,24.1,101.58
"3886",3886,"Coastal Renaissance","Swartz Bay","Tsawwassen","15:00",4,"January","Thursday",15,1,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3887",3887,"Queen of New Westminster","Swartz Bay","Tsawwassen","16:00",4,"January","Thursday",16,1,6.2,5.1,93,5.8,3.3,84,10,5,24.1,101.51
"3888",3888,"Coastal Celebration","Swartz Bay","Tsawwassen","17:00",4,"January","Thursday",17,1,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3889",3889,"Coastal Renaissance","Swartz Bay","Tsawwassen","19:00",4,"January","Thursday",19,2,6.5,4.8,89,6,2.8,80,10,5,24.1,101.51
"3890",3890,"Coastal Celebration","Swartz Bay","Tsawwassen","21:00",4,"January","Thursday",21,2.4,6.8,5.4,91,6.5,2.4,75,40,5,24.1,101.48
"3891",3891,"Coastal Inspiration","Duke Point","Tsawwassen","05:15",4,"January","Thursday",5,1,2.7,2.4,98,4,3.7,97,250,12,1.6,100.52
"3892",3892,"Queen of Alberni","Duke Point","Tsawwassen","07:45",4,"January","Thursday",7,1,2.7,2.5,98,4.2,2,86,330,3,24.1,101.63
"3893",3893,"Coastal Inspiration","Duke Point","Tsawwassen","10:15",4,"January","Thursday",10,1.5,3.8,3.5,98,4.9,2.2,82,360,13,24.1,101.67
"3894",3894,"Queen of Alberni","Duke Point","Tsawwassen","12:45",4,"January","Thursday",12,2,5.1,4.5,96,5.6,2.9,83,360,12,24.1,101.6
"3895",3895,"Coastal Inspiration","Duke Point","Tsawwassen","15:15",4,"January","Thursday",15,1,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3896",3896,"Queen of Alberni","Duke Point","Tsawwassen","17:45",4,"January","Thursday",17,2,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3897",3897,"Coastal Inspiration","Duke Point","Tsawwassen","20:15",4,"January","Thursday",20,1,6.6,5.1,90,6.5,2.7,77,10,5,24.1,101.45
"3898",3898,"Queen of Alberni","Duke Point","Tsawwassen","22:45",4,"January","Thursday",22,1,6.2,4.4,88,6.3,2.1,76,110,11,24.1,103.28
"3899",3899,"Queen of Cowichan","Departure Bay","Horseshoe Bay","06:15",4,"January","Thursday",6,1,2.6,2.3,98,4.3,1.9,84,10,13,24.1,101.62
"3900",3900,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","08:25",4,"January","Thursday",8,1,2.9,2.6,98,4.4,1.9,84,360,6,24.1,101.63
"3901",3901,"Queen of Cowichan","Departure Bay","Horseshoe Bay","10:40",4,"January","Thursday",10,1,3.8,3.5,98,4.9,2.2,82,360,13,24.1,101.67
"3902",3902,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","13:00",4,"January","Thursday",13,1.4,5.5,4.2,91,5.8,3.2,84,20,10,24.1,101.58
"3903",3903,"Queen of Cowichan","Departure Bay","Horseshoe Bay","15:20",4,"January","Thursday",15,1,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3904",3904,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","17:55",4,"January","Thursday",17,3,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3905",3905,"Queen of Surrey","Departure Bay","Horseshoe Bay","20:45",4,"January","Thursday",20,1.66666666666667,6.6,5.1,90,6.5,2.7,77,10,5,24.1,101.45
"3906",3906,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","22:10",4,"January","Thursday",22,3,6.2,4.4,88,0.3,0.2,98,240,4,4.8,100.84
"3907",3907,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","05:50",4,"January","Thursday",5,1,2.7,2.4,98,3.1,0.8,87,110,7,24.1,102.3
"3908",3908,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","06:50",4,"January","Thursday",6,1,2.6,2.3,98,4.3,1.9,84,10,13,24.1,101.62
"3909",3909,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","08:00",4,"January","Thursday",8,1,2.9,2.6,98,4.4,1.9,84,360,6,24.1,101.63
"3910",3910,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","09:05",4,"January","Thursday",9,1.4,3.4,3.2,98,4.5,2.2,85,360,10,24.1,101.65
"3911",3911,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","15:30",4,"January","Thursday",15,1,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3912",3912,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","16:35",4,"January","Thursday",16,1,6.2,5.1,93,5.8,3.3,84,10,5,24.1,101.51
"3913",3913,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","17:45",4,"January","Thursday",17,2,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3914",3914,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","18:50",4,"January","Thursday",18,1,6.3,5.2,92,5.7,3.1,84,360,8,24.1,101.51
"3915",3915,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","20:00",4,"January","Thursday",20,1.8,6.6,5.1,90,6.5,2.7,77,10,5,24.1,101.45
"3916",3916,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","21:00",4,"January","Thursday",21,2.4,6.8,5.4,91,6.5,2.4,75,40,5,24.1,101.48
"3917",3917,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","22:00",4,"January","Thursday",22,2,6.2,4.4,88,6,3.2,83,230,12,24.1,101.41
"3918",3918,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","06:15",4,"January","Thursday",6,1,2.6,2.3,98,4.3,1.9,84,10,13,24.1,101.62
"3919",3919,"Queen of Cowichan","Horseshoe Bay","Departure Bay","08:25",4,"January","Thursday",8,1,2.9,2.6,98,4.4,1.9,84,360,6,24.1,101.63
"3920",3920,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","15:45",4,"January","Thursday",15,1.4,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3921",3921,"Queen of Surrey","Horseshoe Bay","Departure Bay","18:35",4,"January","Thursday",18,1,6.3,5.2,92,5.7,3.1,84,360,8,24.1,101.51
"3922",3922,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","20:05",4,"January","Thursday",20,1,6.6,5.1,90,6.5,2.7,77,10,5,24.1,101.45
"3923",3923,"Queen of Cowichan","Horseshoe Bay","Departure Bay","22:10",4,"January","Thursday",22,3,6.2,4.4,88,4.8,5.2,97,350,4,24.1,101.9
"3924",3924,"Queen of Surrey","Horseshoe Bay","Langdale","07:30",4,"January","Thursday",7,1,2.7,2.5,98,4.2,2,86,330,3,24.1,101.63
"3925",3925,"Queen of Surrey","Horseshoe Bay","Langdale","09:45",4,"January","Thursday",9,1.6,3.4,3.2,98,4.5,2.2,85,360,10,24.1,101.65
"3926",3926,"Queen of Surrey","Horseshoe Bay","Langdale","16:20",4,"January","Thursday",16,1,6.2,5.1,93,5.8,3.3,84,10,5,24.1,101.51
"3927",3927,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",4,"January","Thursday",17,1,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3928",3928,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",4,"January","Thursday",19,2,6.5,4.8,89,6,2.8,80,10,5,24.1,101.51
"3929",3929,"Queen of Surrey","Horseshoe Bay","Langdale","22:55",4,"January","Thursday",22,1.6,6.2,4.4,88,4.5,4.6,98,0,6,12.9,102.5
"3930",3930,"Queen of Surrey","Langdale","Horseshoe Bay","06:20",4,"January","Thursday",6,1,2.6,2.3,98,4.3,1.9,84,10,13,24.1,101.62
"3931",3931,"Queen of Surrey","Langdale","Horseshoe Bay","08:40",4,"January","Thursday",8,1,2.9,2.6,98,4.4,1.9,84,360,6,24.1,101.63
"3932",3932,"Queen of Surrey","Langdale","Horseshoe Bay","10:50",4,"January","Thursday",10,1,3.8,3.5,98,4.9,2.2,82,360,13,24.1,101.67
"3933",3933,"Queen of Surrey","Langdale","Horseshoe Bay","13:05",4,"January","Thursday",13,1,5.5,4.2,91,5.8,3.2,84,20,10,24.1,101.58
"3934",3934,"Queen of Surrey","Langdale","Horseshoe Bay","15:15",4,"January","Thursday",15,1,6.2,4.7,91,5.7,3.3,84,40,7,24.1,101.54
"3935",3935,"Queen of Surrey","Langdale","Horseshoe Bay","17:25",4,"January","Thursday",17,1,6.4,4.8,89,5.7,3.4,85,340,9,24.1,101.54
"3936",3936,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",4,"January","Thursday",18,1,6.3,5.2,92,5.7,3.1,84,360,8,24.1,101.51
"3937",3937,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",4,"January","Thursday",20,2.4,6.6,5.1,90,6.5,2.7,77,10,5,24.1,101.45
"3938",3938,"Coastal Celebration","Tsawwassen","Swartz Bay","07:00",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"3939",3939,"Coastal Renaissance","Tsawwassen","Swartz Bay","09:00",5,"January","Friday",9,1.8,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"3940",3940,"Queen of New Westminster","Tsawwassen","Swartz Bay","10:00",5,"January","Friday",10,1,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"3941",3941,"Coastal Celebration","Tsawwassen","Swartz Bay","11:00",5,"January","Friday",11,1,7.6,7.2,97,7.8,7,95,10,8,12.9,101.34
"3942",3942,"Coastal Renaissance","Tsawwassen","Swartz Bay","13:00",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"3943",3943,"Queen of New Westminster","Tsawwassen","Swartz Bay","14:00",5,"January","Friday",14,1,8.2,7.8,98,8.6,7.8,94,50,6,12.9,101.32
"3944",3944,"Coastal Celebration","Tsawwassen","Swartz Bay","15:00",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3945",3945,"Coastal Renaissance","Tsawwassen","Swartz Bay","17:00",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"3946",3946,"Queen of New Westminster","Tsawwassen","Swartz Bay","18:00",5,"January","Friday",18,1,9.3,8.9,97,7.9,7.3,96,360,2,6.4,101.39
"3947",3947,"Coastal Celebration","Tsawwassen","Swartz Bay","19:00",5,"January","Friday",19,1,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"3948",3948,"Coastal Renaissance","Tsawwassen","Swartz Bay","21:00",5,"January","Friday",21,1,9.3,8.9,98,8.4,7.5,94,180,7,16.1,101.5
"3949",3949,"Salish Eagle","Tsawwassen","Southern Gulf Islands","09:55",5,"January","Friday",9,1,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"3950",3950,"Salish Eagle","Tsawwassen","Southern Gulf Islands","15:20",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3951",3951,"Salish Eagle","Tsawwassen","Southern Gulf Islands","19:50",5,"January","Friday",19,1.4,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"3952",3952,"Queen of Alberni","Tsawwassen","Duke Point","05:15",5,"January","Friday",5,1,6.4,5.9,97,5.2,3.6,90,10,4,12.9,101.17
"3953",3953,"Coastal Inspiration","Tsawwassen","Duke Point","07:45",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"3954",3954,"Queen of Alberni","Tsawwassen","Duke Point","10:15",5,"January","Friday",10,2,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"3955",3955,"Coastal Inspiration","Tsawwassen","Duke Point","12:45",5,"January","Friday",12,1,7.9,7.5,97,8.6,7.7,94,360,7,12.9,101.32
"3956",3956,"Queen of Alberni","Tsawwassen","Duke Point","15:15",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3957",3957,"Coastal Inspiration","Tsawwassen","Duke Point","17:45",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"3958",3958,"Queen of Alberni","Tsawwassen","Duke Point","20:15",5,"January","Friday",20,1,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"3959",3959,"Coastal Inspiration","Tsawwassen","Duke Point","22:45",5,"January","Friday",22,2.4,8.4,8.1,98,5.2,4.7,97,350,9,9.7,99.41
"3960",3960,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","07:00",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"3961",3961,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","09:00",5,"January","Friday",9,1.8,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"3962",3962,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","11:00",5,"January","Friday",11,1,7.6,7.2,97,7.8,7,95,10,8,12.9,101.34
"3963",3963,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","13:00",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"3964",3964,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","15:00",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3965",3965,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","17:00",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"3966",3966,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","19:00",5,"January","Friday",19,1,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"3967",3967,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","21:00",5,"January","Friday",21,1,9.3,8.9,98,8.4,7.5,94,180,7,16.1,101.5
"3968",3968,"Mayne Queen","Swartz Bay","Southern Gulf Islands","05:00",5,"January","Friday",5,1,6.4,5.9,97,4,2.2,92,270,11,9.7,101.54
"3969",3969,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","05:05",5,"January","Friday",5,1,6.4,5.9,97,6.2,5.3,94,230,9,16.1,101.04
"3970",3970,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","08:15",5,"January","Friday",8,1,6.6,6.2,97,7.6,6.1,90,20,8,16.1,101.32
"3971",3971,"Mayne Queen","Swartz Bay","Southern Gulf Islands","09:10",5,"January","Friday",9,1.2,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"3972",3972,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","10:10",5,"January","Friday",10,1,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"3973",3973,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","13:50",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"3974",3974,"Mayne Queen","Swartz Bay","Southern Gulf Islands","15:10",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3975",3975,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","15:50",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3976",3976,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","18:35",5,"January","Friday",18,2.4,9.3,8.9,97,7.9,7.3,96,360,2,6.4,101.39
"3977",3977,"Mayne Queen","Swartz Bay","Southern Gulf Islands","19:50",5,"January","Friday",19,1.4,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"3978",3978,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","20:25",5,"January","Friday",20,1,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"3979",3979,"Coastal Renaissance","Swartz Bay","Tsawwassen","07:00",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"3980",3980,"Coastal Celebration","Swartz Bay","Tsawwassen","09:00",5,"January","Friday",9,1.8,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"3981",3981,"Coastal Renaissance","Swartz Bay","Tsawwassen","11:00",5,"January","Friday",11,1,7.6,7.2,97,7.8,7,95,10,8,12.9,101.34
"3982",3982,"Queen of New Westminster","Swartz Bay","Tsawwassen","12:00",5,"January","Friday",12,1,7.9,7.5,97,8.6,7.7,94,360,7,12.9,101.32
"3983",3983,"Coastal Celebration","Swartz Bay","Tsawwassen","13:00",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"3984",3984,"Coastal Renaissance","Swartz Bay","Tsawwassen","15:00",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3985",3985,"Queen of New Westminster","Swartz Bay","Tsawwassen","16:00",5,"January","Friday",16,1,9.3,9,98,8.5,7.5,94,130,8,12.9,101.35
"3986",3986,"Coastal Celebration","Swartz Bay","Tsawwassen","17:00",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"3987",3987,"Coastal Renaissance","Swartz Bay","Tsawwassen","19:00",5,"January","Friday",19,1,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"3988",3988,"Coastal Celebration","Swartz Bay","Tsawwassen","21:00",5,"January","Friday",21,1,9.3,8.9,98,8.4,7.5,94,180,7,16.1,101.5
"3989",3989,"Coastal Inspiration","Duke Point","Tsawwassen","05:15",5,"January","Friday",5,1,6.4,5.9,97,8.1,6,87,360,29,24.1,100.3
"3990",3990,"Queen of Alberni","Duke Point","Tsawwassen","07:45",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"3991",3991,"Coastal Inspiration","Duke Point","Tsawwassen","10:15",5,"January","Friday",10,2,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"3992",3992,"Queen of Alberni","Duke Point","Tsawwassen","12:45",5,"January","Friday",12,1,7.9,7.5,97,8.6,7.7,94,360,7,12.9,101.32
"3993",3993,"Coastal Inspiration","Duke Point","Tsawwassen","15:15",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"3994",3994,"Queen of Alberni","Duke Point","Tsawwassen","17:45",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"3995",3995,"Coastal Inspiration","Duke Point","Tsawwassen","20:15",5,"January","Friday",20,1,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"3996",3996,"Queen of Alberni","Duke Point","Tsawwassen","22:45",5,"January","Friday",22,2.4,8.4,8.1,98,5.9,2.8,82,180,17,24.1,102.04
"3997",3997,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","08:25",5,"January","Friday",8,1.2,6.6,6.2,97,7.6,6.1,90,20,8,16.1,101.32
"3998",3998,"Queen of Cowichan","Departure Bay","Horseshoe Bay","10:40",5,"January","Friday",10,1,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"3999",3999,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","13:00",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"4000",4000,"Queen of Cowichan","Departure Bay","Horseshoe Bay","15:20",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"4001",4001,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","17:55",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"4002",4002,"Queen of Surrey","Departure Bay","Horseshoe Bay","20:45",5,"January","Friday",20,3,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"4003",4003,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","22:10",5,"January","Friday",22,2.4,8.4,8.1,98,9,2.2,61,50,34,24.1,100.62
"4004",4004,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","05:50",5,"January","Friday",5,1,6.4,5.9,97,10.6,5.2,70,150,23,24.1,102.5
"4005",4005,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","06:50",5,"January","Friday",6,1,6.3,5.9,97,7.2,5.5,89,360,12,24.1,101.32
"4006",4006,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","08:00",5,"January","Friday",8,1,6.6,6.2,97,7.6,6.1,90,20,8,16.1,101.32
"4007",4007,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","09:05",5,"January","Friday",9,1,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"4008",4008,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","10:15",5,"January","Friday",10,2,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"4009",4009,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","11:25",5,"January","Friday",11,1,7.6,7.2,97,7.8,7,95,10,8,12.9,101.34
"4010",4010,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","12:35",5,"January","Friday",12,1,7.9,7.5,97,8.6,7.7,94,360,7,12.9,101.32
"4011",4011,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","14:20",5,"January","Friday",14,1,8.2,7.8,98,8.6,7.8,94,50,6,12.9,101.32
"4012",4012,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","15:30",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"4013",4013,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","16:35",5,"January","Friday",16,1,9.3,9,98,8.5,7.5,94,130,8,12.9,101.35
"4014",4014,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","17:45",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"4015",4015,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","18:50",5,"January","Friday",18,1,9.3,8.9,97,7.9,7.3,96,360,2,6.4,101.39
"4016",4016,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","20:00",5,"January","Friday",20,2.4,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"4017",4017,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","21:00",5,"January","Friday",21,1,9.3,8.9,98,8.4,7.5,94,180,7,16.1,101.5
"4018",4018,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","22:00",5,"January","Friday",22,2,8.4,8.1,98,4.8,3.3,91,290,12,24.1,100.74
"4019",4019,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","06:15",5,"January","Friday",6,1,6.3,5.9,97,7.2,5.5,89,360,12,24.1,101.32
"4020",4020,"Queen of Cowichan","Horseshoe Bay","Departure Bay","08:25",5,"January","Friday",8,1.2,6.6,6.2,97,7.6,6.1,90,20,8,16.1,101.32
"4021",4021,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","10:40",5,"January","Friday",10,1,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"4022",4022,"Queen of Cowichan","Horseshoe Bay","Departure Bay","13:00",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"4023",4023,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","15:45",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"4024",4024,"Queen of Surrey","Horseshoe Bay","Departure Bay","18:35",5,"January","Friday",18,2.4,9.3,8.9,97,7.9,7.3,96,360,2,6.4,101.39
"4025",4025,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","20:05",5,"January","Friday",20,3,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
"4026",4026,"Queen of Cowichan","Horseshoe Bay","Departure Bay","22:10",5,"January","Friday",22,2.4,8.4,8.1,98,4,4,98,220,12,11.3,100.61
"4027",4027,"Queen of Surrey","Horseshoe Bay","Langdale","07:30",5,"January","Friday",7,1,6.3,5.9,97,7.7,6,89,20,7,24.1,101.31
"4028",4028,"Queen of Surrey","Horseshoe Bay","Langdale","09:45",5,"January","Friday",9,1,6.8,6.4,97,7.6,6.5,93,20,9,12.9,101.36
"4029",4029,"Queen of Surrey","Horseshoe Bay","Langdale","11:55",5,"January","Friday",11,1,7.6,7.2,97,7.8,7,95,10,8,12.9,101.34
"4030",4030,"Queen of Surrey","Horseshoe Bay","Langdale","14:10",5,"January","Friday",14,1,8.2,7.8,98,8.6,7.8,94,50,6,12.9,101.32
"4031",4031,"Queen of Surrey","Horseshoe Bay","Langdale","16:20",5,"January","Friday",16,1,9.3,9,98,8.5,7.5,94,130,8,12.9,101.35
"4032",4032,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"4033",4033,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",5,"January","Friday",19,1.4,9.1,8.6,97,8.1,7.5,96,330,7,3.2,101.39
"4034",4034,"Queen of Surrey","Horseshoe Bay","Langdale","22:55",5,"January","Friday",22,1.6,8.4,8.1,98,3.9,3,94,220,6,24.1,100.73
"4035",4035,"Queen of Surrey","Langdale","Horseshoe Bay","06:20",5,"January","Friday",6,1,6.3,5.9,97,7.2,5.5,89,360,12,24.1,101.32
"4036",4036,"Queen of Surrey","Langdale","Horseshoe Bay","08:40",5,"January","Friday",8,1,6.6,6.2,97,7.6,6.1,90,20,8,16.1,101.32
"4037",4037,"Queen of Surrey","Langdale","Horseshoe Bay","10:50",5,"January","Friday",10,1,7.4,7,97,7.6,6.6,93,10,5,12.9,101.38
"4038",4038,"Queen of Surrey","Langdale","Horseshoe Bay","13:05",5,"January","Friday",13,1,8,7.7,98,8.6,7.5,93,340,9,12.9,101.33
"4039",4039,"Queen of Surrey","Langdale","Horseshoe Bay","15:15",5,"January","Friday",15,1,8.7,8.4,98,9.1,8.3,94,340,5,12.9,101.33
"4040",4040,"Queen of Surrey","Langdale","Horseshoe Bay","17:25",5,"January","Friday",17,1,9.3,8.9,97,8,7.3,95,250,3,9.7,101.36
"4041",4041,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",5,"January","Friday",18,2.6,9.3,8.9,97,7.9,7.3,96,360,2,6.4,101.39
"4042",4042,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",5,"January","Friday",20,1.2,9.1,8.7,98,7.7,7.2,97,230,8,3.2,101.47
