"","ID","Departure","Arrival","Minutes","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"2732",2732,"Departure Bay","Horseshoe Bay","10","24","December","Sunday","15","1",1,-4.2,68,1.9,-5.5,58,10,9,24.1,102.35
"2733",2733,"Departure Bay","Horseshoe Bay","20","24","December","Sunday","17","1",0.9,-3.3,73,1,-3.4,72,360,9,3.2,102.31
"2734",2734,"Departure Bay","Horseshoe Bay","30","24","December","Sunday","19","1",1.1,-3,74,0.1,-0.7,94,40,9,3.2,102.23
"2735",2735,"Departure Bay","Horseshoe Bay","30","24","December","Sunday","21","2",1.5,-2,78,0.4,-1.2,89,20,8,4.8,102.24
"2736",2736,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","24","December","Sunday","6","1",-1,-3.5,84,0.9,-4.5,67,350,5,24.1,102.69
"2737",2737,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","24","December","Sunday","8","1",-0.7,-4.2,77,1.4,-5,63,10,6,24.1,102.54
"2738",2738,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","24","December","Sunday","9","2",-0.7,-4.9,74,1.5,-6,58,10,10,24.1,102.52
"2739",2739,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","24","December","Sunday","10","2",0.1,-5.1,68,1.6,-5.7,58,20,9,24.1,102.52
"2740",2740,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","24","December","Sunday","11","1",0.4,-5,67,1.4,-4.7,64,350,12,24.1,102.48
"2741",2741,"Horseshoe Bay","Snug Cove (Bowen Is.)","10","24","December","Sunday","12","1",0.7,-4.7,67,1.6,-4.7,63,10,12,24.1,102.43
"2742",2742,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","24","December","Sunday","14","1",0.8,-4.6,67,2.1,-5.2,59,360,13,24.1,102.36
"2743",2743,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","24","December","Sunday","15","1",1,-4.2,68,1.9,-5.5,58,10,9,24.1,102.35
"2744",2744,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","24","December","Sunday","16","1",1,-3.9,70,2,-4.9,60,10,7,24.1,102.32
"2745",2745,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","24","December","Sunday","17","1",0.9,-3.3,73,1,-3.4,72,360,9,3.2,102.31
"2746",2746,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","24","December","Sunday","18","1",0.8,-3.4,73,0.1,-0.9,93,30,9,1.6,102.27
"2747",2747,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","24","December","Sunday","19","1",1.1,-3,74,0.1,-0.7,94,40,9,3.2,102.23
"2748",2748,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","24","December","Sunday","21","2",1.5,-2,78,0.4,-1.2,89,20,8,4.8,102.24
"2749",2749,"Horseshoe Bay","Departure Bay","20","24","December","Sunday","6","1",-1,-3.5,84,0.9,-4.5,67,350,5,24.1,102.69
"2750",2750,"Horseshoe Bay","Departure Bay","30","24","December","Sunday","8","1",-0.7,-4.2,77,1.4,-5,63,10,6,24.1,102.54
"2751",2751,"Horseshoe Bay","Departure Bay","40","24","December","Sunday","10","1",0.1,-5.1,68,1.6,-5.7,58,20,9,24.1,102.52
"2752",2752,"Horseshoe Bay","Departure Bay","50","24","December","Sunday","12","1",0.7,-4.7,67,1.6,-4.7,63,10,12,24.1,102.43
"2753",2753,"Horseshoe Bay","Departure Bay","10","24","December","Sunday","15","1",1,-4.2,68,1.9,-5.5,58,10,9,24.1,102.35
"2754",2754,"Horseshoe Bay","Departure Bay","20","24","December","Sunday","17","1",0.9,-3.3,73,1,-3.4,72,360,9,3.2,102.31
"2755",2755,"Horseshoe Bay","Departure Bay","30","24","December","Sunday","19","1",1.1,-3,74,0.1,-0.7,94,40,9,3.2,102.23
"2756",2756,"Horseshoe Bay","Departure Bay","30","24","December","Sunday","21","2",1.5,-2,78,0.4,-1.2,89,20,8,4.8,102.24
"2757",2757,"Horseshoe Bay","Langdale","20","24","December","Sunday","7","1",-0.9,-3.9,80,1.2,-5.5,61,30,8,24.1,102.58
"2758",2758,"Horseshoe Bay","Langdale","25","24","December","Sunday","9","1",-0.7,-4.9,74,1.5,-6,58,10,10,24.1,102.52
"2759",2759,"Horseshoe Bay","Langdale","30","24","December","Sunday","11","1",0.4,-5,67,1.4,-4.7,64,350,12,24.1,102.48
"2760",2760,"Horseshoe Bay","Langdale","35","24","December","Sunday","13","2",0.7,-4.7,67,2,-5.2,59,20,12,24.1,102.37
"2761",2761,"Horseshoe Bay","Langdale","50","24","December","Sunday","15","1",1,-4.2,68,1.9,-5.5,58,10,9,24.1,102.35
"2762",2762,"Horseshoe Bay","Langdale","50","24","December","Sunday","17","1",0.9,-3.3,73,1,-3.4,72,360,9,3.2,102.31
"2763",2763,"Horseshoe Bay","Langdale","50","24","December","Sunday","19","1",1.1,-3,74,0.1,-0.7,94,40,9,3.2,102.23
"2764",2764,"Horseshoe Bay","Langdale","45","24","December","Sunday","21","2",1.5,-2,78,0.4,-1.2,89,20,8,4.8,102.24
"2765",2765,"Langdale","Horseshoe Bay","20","24","December","Sunday","6","1",-1,-3.5,84,0.9,-4.5,67,350,5,24.1,102.69
"2766",2766,"Langdale","Horseshoe Bay","25","24","December","Sunday","8","1",-0.7,-4.2,77,1.4,-5,63,10,6,24.1,102.54
"2767",2767,"Langdale","Horseshoe Bay","25","24","December","Sunday","10","1",0.1,-5.1,68,1.6,-5.7,58,20,9,24.1,102.52
"2768",2768,"Langdale","Horseshoe Bay","35","24","December","Sunday","12","1",0.7,-4.7,67,1.6,-4.7,63,10,12,24.1,102.43
"2769",2769,"Langdale","Horseshoe Bay","45","24","December","Sunday","14","1",0.8,-4.6,67,2.1,-5.2,59,360,13,24.1,102.36
"2770",2770,"Langdale","Horseshoe Bay","50","24","December","Sunday","16","1",1,-3.9,70,2,-4.9,60,10,7,24.1,102.32
"2771",2771,"Langdale","Horseshoe Bay","50","24","December","Sunday","18","1",0.8,-3.4,73,0.1,-0.9,93,30,9,1.6,102.27
"2772",2772,"Langdale","Horseshoe Bay","45","24","December","Sunday","20","2",1.9,-1.8,76,0.5,-0.6,92,30,8,4.8,102.22
"2773",2773,"Tsawwassen","Swartz Bay","0","25","December","Monday","7","1",-0.1,-1.3,92,0.6,-1.4,87,360,5,19.3,102.43
"2774",2774,"Tsawwassen","Swartz Bay","0","25","December","Monday","9","1",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2775",2775,"Tsawwassen","Swartz Bay","0","25","December","Monday","11","1",0.6,-1.3,87,1.5,-0.9,84,360,3,24.1,102.67
"2776",2776,"Tsawwassen","Swartz Bay","0","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2777",2777,"Tsawwassen","Swartz Bay","0","25","December","Monday","13","1",1.4,-0.6,87,2.8,-0.2,80,360,3,24.1,102.68
"2778",2778,"Tsawwassen","Swartz Bay","0","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2779",2779,"Tsawwassen","Swartz Bay","0","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2780",2780,"Tsawwassen","Swartz Bay","0","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2781",2781,"Tsawwassen","Swartz Bay","0","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2782",2782,"Tsawwassen","Southern Gulf Islands","55","25","December","Monday","9","1",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2783",2783,"Tsawwassen","Southern Gulf Islands","15","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2784",2784,"Tsawwassen","Duke Point","15","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2785",2785,"Tsawwassen","Duke Point","45","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2786",2786,"Tsawwassen","Duke Point","15","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2787",2787,"Tsawwassen","Duke Point","45","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2788",2788,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","9","1",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2789",2789,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","11","1",0.6,-1.3,87,1.5,-0.9,84,360,3,24.1,102.67
"2790",2790,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","13","1",1.4,-0.6,87,2.8,-0.2,80,360,3,24.1,102.68
"2791",2791,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2792",2792,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2793",2793,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2794",2794,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2795",2795,"Swartz Bay","Southern Gulf Islands","15","25","December","Monday","8","1",0.1,-1.2,91,0.8,-1.6,84,20,3,24.1,102.47
"2796",2796,"Swartz Bay","Southern Gulf Islands","10","25","December","Monday","9","2",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2797",2797,"Swartz Bay","Southern Gulf Islands","10","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2798",2798,"Swartz Bay","Southern Gulf Islands","20","25","December","Monday","14","2",1.5,-0.5,86,3.1,-0.1,79,20,4,24.1,102.68
"2799",2799,"Swartz Bay","Southern Gulf Islands","10","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2800",2800,"Swartz Bay","Southern Gulf Islands","20","25","December","Monday","16","2",1.4,-1,84,3.4,0,78,360,1,24.1,102.73
"2801",2801,"Swartz Bay","Southern Gulf Islands","40","25","December","Monday","18","1",1.4,-0.9,85,2.9,0.7,85,350,7,24.1,102.78
"2802",2802,"Swartz Bay","Southern Gulf Islands","55","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2803",2803,"Swartz Bay","Tsawwassen","0","25","December","Monday","7","1",-0.1,-1.3,92,0.6,-1.4,87,360,5,19.3,102.43
"2804",2804,"Swartz Bay","Tsawwassen","0","25","December","Monday","9","1",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2805",2805,"Swartz Bay","Tsawwassen","0","25","December","Monday","11","1",0.6,-1.3,87,1.5,-0.9,84,360,3,24.1,102.67
"2806",2806,"Swartz Bay","Tsawwassen","0","25","December","Monday","13","1",1.4,-0.6,87,2.8,-0.2,80,360,3,24.1,102.68
"2807",2807,"Swartz Bay","Tsawwassen","0","25","December","Monday","14","1",1.5,-0.5,86,3.1,-0.1,79,20,4,24.1,102.68
"2808",2808,"Swartz Bay","Tsawwassen","0","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2809",2809,"Swartz Bay","Tsawwassen","0","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2810",2810,"Swartz Bay","Tsawwassen","0","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2811",2811,"Swartz Bay","Tsawwassen","0","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2812",2812,"Duke Point","Tsawwassen","15","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2813",2813,"Duke Point","Tsawwassen","45","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2814",2814,"Duke Point","Tsawwassen","15","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2815",2815,"Duke Point","Tsawwassen","45","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2816",2816,"Departure Bay","Horseshoe Bay","20","25","December","Monday","6","1",0,-1.5,90,0.4,-1.2,89,330,4,16.1,102.41
"2817",2817,"Departure Bay","Horseshoe Bay","30","25","December","Monday","8","1",0.1,-1.2,91,0.8,-1.6,84,20,3,24.1,102.47
"2818",2818,"Departure Bay","Horseshoe Bay","40","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2819",2819,"Departure Bay","Horseshoe Bay","50","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2820",2820,"Departure Bay","Horseshoe Bay","10","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2821",2821,"Departure Bay","Horseshoe Bay","20","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2822",2822,"Departure Bay","Horseshoe Bay","30","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2823",2823,"Departure Bay","Horseshoe Bay","30","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2824",2824,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","25","December","Monday","8","1",0.1,-1.2,91,0.8,-1.6,84,20,3,24.1,102.47
"2825",2825,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","25","December","Monday","9","1",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2826",2826,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2827",2827,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","25","December","Monday","11","2",0.6,-1.3,87,1.5,-0.9,84,360,3,24.1,102.67
"2828",2828,"Horseshoe Bay","Snug Cove (Bowen Is.)","10","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2829",2829,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","25","December","Monday","14","2",1.5,-0.5,86,3.1,-0.1,79,20,4,24.1,102.68
"2830",2830,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2831",2831,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","25","December","Monday","16","1",1.4,-1,84,3.4,0,78,360,1,24.1,102.73
"2832",2832,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2833",2833,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","25","December","Monday","18","1",1.4,-0.9,85,2.9,0.7,85,350,7,24.1,102.78
"2834",2834,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2835",2835,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","25","December","Monday","20","1",1.3,-2.4,76,2.5,0.4,86,350,6,24.1,102.79
"2836",2836,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2837",2837,"Horseshoe Bay","Departure Bay","20","25","December","Monday","6","1",0,-1.5,90,0.4,-1.2,89,330,4,16.1,102.41
"2838",2838,"Horseshoe Bay","Departure Bay","30","25","December","Monday","8","1",0.1,-1.2,91,0.8,-1.6,84,20,3,24.1,102.47
"2839",2839,"Horseshoe Bay","Departure Bay","40","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2840",2840,"Horseshoe Bay","Departure Bay","50","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2841",2841,"Horseshoe Bay","Departure Bay","10","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2842",2842,"Horseshoe Bay","Departure Bay","20","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2843",2843,"Horseshoe Bay","Departure Bay","30","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2844",2844,"Horseshoe Bay","Departure Bay","30","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2845",2845,"Horseshoe Bay","Langdale","25","25","December","Monday","9","2",0.4,-1,91,1.2,-1.6,82,10,4,24.1,102.53
"2846",2846,"Horseshoe Bay","Langdale","30","25","December","Monday","11","1",0.6,-1.3,87,1.5,-0.9,84,360,3,24.1,102.67
"2847",2847,"Horseshoe Bay","Langdale","35","25","December","Monday","13","1",1.4,-0.6,87,2.8,-0.2,80,360,3,24.1,102.68
"2848",2848,"Horseshoe Bay","Langdale","50","25","December","Monday","15","1",1.6,-0.4,86,3.3,-0.2,78,50,7,24.1,102.69
"2849",2849,"Horseshoe Bay","Langdale","50","25","December","Monday","17","1",1.4,-1.1,83,3.1,0.6,84,360,7,24.1,102.76
"2850",2850,"Horseshoe Bay","Langdale","50","25","December","Monday","19","1",1.2,-1.3,83,2.6,0.7,87,360,7,24.1,102.8
"2851",2851,"Horseshoe Bay","Langdale","45","25","December","Monday","21","1",1.4,-2.5,75,2.6,0.6,87,350,7,24.1,102.81
"2852",2852,"Langdale","Horseshoe Bay","25","25","December","Monday","8","1",0.1,-1.2,91,0.8,-1.6,84,20,3,24.1,102.47
"2853",2853,"Langdale","Horseshoe Bay","25","25","December","Monday","10","1",0.6,-0.9,90,1.1,-0.9,86,310,3,24.1,102.62
"2854",2854,"Langdale","Horseshoe Bay","35","25","December","Monday","12","1",1.2,-0.8,86,2.4,-0.6,81,10,3,24.1,102.67
"2855",2855,"Langdale","Horseshoe Bay","45","25","December","Monday","14","1",1.5,-0.5,86,3.1,-0.1,79,20,4,24.1,102.68
"2856",2856,"Langdale","Horseshoe Bay","50","25","December","Monday","16","1",1.4,-1,84,3.4,0,78,360,1,24.1,102.73
"2857",2857,"Langdale","Horseshoe Bay","50","25","December","Monday","18","1",1.4,-0.9,85,2.9,0.7,85,350,7,24.1,102.78
"2858",2858,"Langdale","Horseshoe Bay","45","25","December","Monday","20","1",1.3,-2.4,76,2.5,0.4,86,350,6,24.1,102.79
"2859",2859,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","6","2",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2860",2860,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2861",2861,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2862",2862,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2863",2863,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2864",2864,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","11","2",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2865",2865,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2866",2866,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","13","1",1.7,-1.2,81,3.3,-1.5,71,30,6,24.1,102.68
"2867",2867,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2868",2868,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","15","2",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2869",2869,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
"2870",2870,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2871",2871,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2872",2872,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2873",2873,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","20","1",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2874",2874,"Tsawwassen","Swartz Bay","0","26","December","Tuesday","21","4",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2875",2875,"Tsawwassen","Swartz Bay","59","26","December","Tuesday","23","2",1.4,-1.5,81,1.2,-1.8,81,110,8,16.1,101.23
"2876",2876,"Tsawwassen","Southern Gulf Islands","25","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2877",2877,"Tsawwassen","Southern Gulf Islands","55","26","December","Tuesday","9","2",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2878",2878,"Tsawwassen","Southern Gulf Islands","5","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2879",2879,"Tsawwassen","Southern Gulf Islands","15","26","December","Tuesday","19","2",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2880",2880,"Tsawwassen","Duke Point","15","26","December","Tuesday","5","1",0.6,-2,83,-0.1,-1.2,90,130,17,9.7,102.54
"2881",2881,"Tsawwassen","Duke Point","45","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2882",2882,"Tsawwassen","Duke Point","15","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2883",2883,"Tsawwassen","Duke Point","45","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2884",2884,"Tsawwassen","Duke Point","15","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2885",2885,"Tsawwassen","Duke Point","45","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2886",2886,"Tsawwassen","Duke Point","15","26","December","Tuesday","20","4",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2887",2887,"Tsawwassen","Duke Point","45","26","December","Tuesday","22","2",1.6,-1.2,82,7.6,1.1,63,360,8,24.1,102.87
"2888",2888,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2889",2889,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2890",2890,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","11","2",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2891",2891,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","13","1",1.7,-1.2,81,3.3,-1.5,71,30,6,24.1,102.68
"2892",2892,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","15","2",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2893",2893,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2894",2894,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2895",2895,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","26","December","Tuesday","21","4",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2896",2896,"Swartz Bay","Southern Gulf Islands","0","26","December","Tuesday","5","1",0.6,-2,83,2.5,-0.7,79,130,11,24.1,102.94
"2897",2897,"Swartz Bay","Southern Gulf Islands","5","26","December","Tuesday","5","1",0.6,-2,83,4.5,4.1,96,240,15,9.7,102.29
"2898",2898,"Swartz Bay","Southern Gulf Islands","15","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2899",2899,"Swartz Bay","Southern Gulf Islands","10","26","December","Tuesday","9","2",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2900",2900,"Swartz Bay","Southern Gulf Islands","10","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2901",2901,"Swartz Bay","Southern Gulf Islands","20","26","December","Tuesday","14","2",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2902",2902,"Swartz Bay","Southern Gulf Islands","10","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2903",2903,"Swartz Bay","Southern Gulf Islands","20","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
"2904",2904,"Swartz Bay","Southern Gulf Islands","40","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2905",2905,"Swartz Bay","Southern Gulf Islands","55","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2906",2906,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","6","2",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2907",2907,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2908",2908,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2909",2909,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2910",2910,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2911",2911,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","11","2",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2912",2912,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2913",2913,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","13","1",1.7,-1.2,81,3.3,-1.5,71,30,6,24.1,102.68
"2914",2914,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2915",2915,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","15","2",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2916",2916,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
